Pharmacy Name,Address,City,Province,lon,lat
SAVE-ON-FOODS PHARMACY #6631,420 NA'A PLAZA SW,CALGARY,Alberta,-114.1939435,51.0783787
SAVE-ON-FOODS PHARMACY #6632,130-19489 SETON CRES SE,CALGARY,Alberta,-113.9589589,50.8812107
SAVE-ON-FOODS PHARMACY #6633,70-3915 51 ST SW,CALGARY,Alberta,-114.1626645,51.019901
SAVE-ON-FOODS PHARMACY #6634,8855 MACLEOD TR SW,CALGARY,Alberta,-114.0724454,50.9744259
SAVE-ON-FOODS PHARMACY #6636,300-1440 52 ST NE,CALGARY,Alberta,-113.9569682,51.0643941
SAVE-ON-FOODS PHARMACY #6647,4163 UNIVERSITY AVE NW,CALGARY,Alberta,-114.1474982,51.0778292
SETON REMEDY'S RX PHARMACY,117-3815 FRONT ST SE,CALGARY,Alberta,-113.954358,50.880337
SHAWNESSY PHARMACY,138-70 SHAWVILLE BLVD SE,CALGARY,Alberta,-114.0667174,50.9061557
SHOPPERS DRUG MART #2305,11700 SARCEE TR NW,CALGARY,Alberta,-114.1604827,51.1575815
SHOPPERS DRUG MART #2326,115-1410 1 ST SE,CALGARY,Alberta,-114.0606426,51.0387943
SHOPPERS DRUG MART #2335,126-40 SUNPARK PLAZA SE,CALGARY,Alberta,-114.0574207,50.9021324
SHOPPERS DRUG MART #2353,110-620 MCKENZIE TOWNE DR SE,CALGARY,Alberta,-113.95348,50.9124077
SHOPPERS DRUG MART #2355,28 CROWFOOT TERR NW,CALGARY,Alberta,-114.1982603,51.1274041
SHOPPERS DRUG MART #2356,830-19369 SHERIFF KING ST SW,CALGARY,Alberta,-114.07232,50.878755
SHOPPERS DRUG MART #2361,2412 4 ST SW,CALGARY,Alberta,-114.0710026,51.0312438
SHOPPERS DRUG MART #2366,106-19489 SETON CRES. SE,CALGARY,Alberta,-113.958222,50.880147
SHOPPERS DRUG MART #2369,5004-2060 SYMONS VALLEY,CALGARY,Alberta,-114.1098839,51.1741678
SHOPPERS DRUG MART #2371,610-7 MAHOGANY PLAZA SE,CALGARY,Alberta,-113.9431697,50.8992984
SHOPPERS DRUG MART #2375,700-151 WALDEN GATE SE,CALGARY,Alberta,-114.0381729,50.8760669
SHOPPERS DRUG MART #2383,6449 CROWCHILD TR SW,CALGARY,Alberta,-114.1189707,50.996528
SHOPPERS DRUG MART #2384,2555 WOODVIEW DR SW,CALGARY,Alberta,-114.1213524,50.9409499
SHOPPERS DRUG MART #2387,2067 33 AVE SW,CALGARY,Alberta,-114.1092693,51.0238617
SHOPPERS DRUG MART #2390,55-1610 37 ST SW,CALGARY,Alberta,-114.1398848,51.0396532
SHOPPERS DRUG MART #2391,8756 COUNTRY HILLS BLVD NW,CALGARY,Alberta,-114.2117953,51.149792
SHOPPERS DRUG MART #2393,100-317 7 AVE SW,CALGARY,Alberta,-114.0632989,51.046772
SHOPPERS DRUG MART #2399,204-8338 18 ST SE,CALGARY,Alberta,-114.0133884,50.9782341
SHOPPERS DRUG MART #2403,101-600 SADDLETOWNE CIR NE,CALGARY,Alberta,-113.9451623,51.1259027
SHOPPERS DRUG MART #2413,100-2250 162 AVE SW,CALGARY,Alberta,-114.1096921,50.9079605
SHOPPERS DRUG MART #2416,20-12192 SYMONS VALLEY RD NW,CALGARY,Alberta,-114.125331,51.16285
SHOPPERS DRUG MART #2436,4000-873 85 ST SW,CALGARY,Alberta,-114.2120479,51.0599142
SHOPPERS DRUG MART #2449,210 ASPEN GLEN LANDNG SW,CALGARY,Alberta,-114.2055983,51.038864
SHOPPERS DRUG MART #305,5628 4 ST NW,CALGARY,Alberta,-114.0706147,51.1022411
SHOPPERS DRUG MART #306,1919B SOUTHLAND DR SW,CALGARY,Alberta,-114.1052556,50.9607187
SHOPPERS DRUG MART #307,755 LAKE BONAVISTA DR SE,CALGARY,Alberta,-114.047266,50.9423826
SHOPPERS DRUG MART #309,700-5111 NORTHLAND DR NW,CALGARY,Alberta,-114.1430411,51.0976593
SHOPPERS DRUG MART #311,100-815 17 AVE SW,CALGARY,Alberta,-114.0798034,51.0376093
SHOPPERS DRUG MART #314,5-3012 17 AVE SE,CALGARY,Alberta,-114.0146403,51.0375104
SHOPPERS DRUG MART #321,216 STEWART GREEN SW,CALGARY,Alberta,-114.1684798,51.0142465
SHOPPERS DRUG MART #325,198-8060 SILVER SPRINGS BLVD,CALGARY,Alberta,-114.2049521,51.116418
SHOPPERS DRUG MART #329,50-1221 CANYON MEADOWS DR SE,CALGARY,Alberta,-114.0298264,50.9297243
SHOPPERS DRUG MART #345,3939 17 AVE SW,CALGARY,Alberta,-114.1438913,51.0371114
SHOPPERS DRUG MART #347,11-200 52 ST NE,CALGARY,Alberta,-113.9583376,51.0746585
SHOPPERS DRUG MART #349,7606 ELBOW DRIVE SW,CALGARY,Alberta,-114.0824642,50.9857558
SHOPPERS DRUG MART #350,5500 FALSBRIDGE DR NE,CALGARY,Alberta,-113.9556428,51.0978507
SHOPPERS DRUG MART #353,1000-150 MILLRISE BLVD SW,CALGARY,Alberta,-114.0713597,50.9143655
SHOPPERS DRUG MART #354,1231-3800 MEMORIAL DR NE,CALGARY,Alberta,-113.979022,51.0553877
SHOPPERS DRUG MART #355,1790-1632 14 AVE NW,CALGARY,Alberta,-114.101645,51.066141
SHOPPERS DRUG MART #356,3625 SHAGANAPPI TRAIL NW,CALGARY,Alberta,-114.154918,51.084709
SHOPPERS DRUG MART #358,24-6455 MACLEOD TR S,CALGARY,Alberta,-114.073277,50.9989576
SHOPPERS DRUG MART #359,135-2525 36 ST NE,CALGARY,Alberta,-113.9848297,51.0744528
SHOPPERS DRUG MART #361,7740 18 ST SE,CALGARY,Alberta,-114.0141747,50.9838948
SHOPPERS DRUG MART #373,725-500 COUNTRY HILLS BLVD NE,CALGARY,Alberta,-114.0552529,51.1545386
SHOPPERS DRUG MART #376,300-85 SHAWVILLE BLVD SE,CALGARY,Alberta,-114.0635758,50.9014883
SHOPPERS DRUG MART #384,100-1323 CENTRE ST NW,CALGARY,Alberta,-114.063047,51.064073
SHOPPERS DRUG MART #385,1436 KENSINGTON RD NW,CALGARY,Alberta,-114.0937121,51.0527932
SHOPPERS DRUG MART 2380,231 SAGE VALLEY COMMON NW,CALGARY,Alberta,-114.1595427,51.1817402
SIROCCO REMEDY'S RX PHARMACY,220-1919 SIROCCO DR SW,CALGARY,Alberta,-114.1667385,51.0357877
SKYVIEW IDA PHARMACY,2104-55 SKYVIEW RANCH RD NE,CALGARY,Alberta,-113.9630304,51.1649653
SLOANE GUARDIAN PHARMACY,280-5920 1A ST SW,CALGARY,Alberta,-114.0668113,51.0003269
SOBEYS PHARMACY #1110,2020-11300 TUSCANY BLVD NW,CALGARY,Alberta,-114.2472082,51.1238365
SOBEYS PHARMACY #1117,100-2335 162 AVE SW,CALGARY,Alberta,-114.1136049,50.9053212
SOBEYS PHARMACY #1129,125-8888 COUNTRY HILLS BLVD NW,CALGARY,Alberta,-114.218,51.153963
SOBEYS PHARMACY #1139,200-500 COUNTRY HILLS BLVD NE,CALGARY,Alberta,-114.0552529,51.1545386
SOBEYS PHARMACY #1145,2000-150 MILLRISE BLVD SW,CALGARY,Alberta,-114.07136,50.914366
SOBEYS PHARMACY #5020,3000-356 CRANSTON RD SE,CALGARY,Alberta,-113.9774049,50.8801728
SOBEYS PHARMACY #5028,704-19369 SHERIFF KING ST SW,CALGARY,Alberta,-114.0723206,50.8787559
SOBEYS PHARMACY #5191,700-8 NOLAN HILLS BLVD NW,CALGARY,Alberta,-114.15552,51.17253
SOBEYS PHARMACY #5386,1200-7 MAHOGANY PLAZA SE,CALGARY,Alberta,-113.9415318,50.8977995
SOUTH TRAIL PHARMACY,78-4307 130 AVE SE,CALGARY,Alberta,-113.9712208,50.9298757
SOUTHPORT PHARMACY,106-10333 SOUTHPORT RD SW,CALGARY,Alberta,-114.0729444,50.9629889
SRX PHARMACY,260-4525 MONTEREY AVE NW,CALGARY,Alberta,-114.1606446,51.0693671
STAMPEDE PHARMACY,19-3616 52 AVE NW,CALGARY,Alberta,-114.1400454,51.1014362
SUNRIDGE PHARMACY,93-3131 27 ST NE,CALGARY,Alberta,-113.9957067,51.0798251
SUPER M DRUGS (2018),216 CENTRE ST SE,CALGARY,Alberta,-114.062417,51.0506368
TARADALE PHARMACY,525-6520 FALCONRIDGE DR NE,CALGARY,Alberta,-113.9462684,51.0997061
TEMPLE MEDICAL CLINIC PHARMACY,108-5401 TEMPLE DR NE,CALGARY,Alberta,-113.9568996,51.0849476
THE CORNER DRUG STORE INC,602 8 AVE SE,CALGARY,Alberta,-114.0505246,51.0453281
TOWER DRUGS,137-131 9 AVE SW,CALGARY,Alberta,-114.0650556,51.044287
UNITED PHARMACY NO. 3,2790 32 AVE NE,CALGARY,Alberta,-113.9952148,51.0818545
UNIVERSAL HEALTH PHARMACY #1,150-630 REDSTONE DR NE,CALGARY,Alberta,-113.9635055,51.1685364
UNIVERSAL HEALTH PHARMACY #10,113-8555 SCURFIELD DR NW,CALGARY,Alberta,-114.2116599,51.1203869
UNIVERSAL HEALTH PHARMACY #11,80-10233 ELBOW DR SW,CALGARY,Alberta,-114.08581,50.961813
UNIVERSAL HEALTH PHARMACY #3,250-12024 SARCEE TR NW,CALGARY,Alberta,-114.1621121,51.1610972
UNIVERSAL HEALTH PHARMACY #7,5-1704 61 ST SE,CALGARY,Alberta,-113.9422005,51.0385715
UNIVERSAL HEALTH PHARMACY #8 CASTLERIDGE,4-12 CASTLERIDGE DR NE,CALGARY,Alberta,-113.9501876,51.1073898
UNIVERSAL HEALTH PHARMACY #9 NORTHLAND,108B-3604 52 AVE NW,CALGARY,Alberta,-114.1390655,51.1017374
UNIVERSAL HEALTH RANCHLANDS PHARMACY #4,137-1829 RANCHLANDS BLVD NW,CALGARY,Alberta,-114.1974946,51.123086
UNIVERSAL PHARMACY,113-5271 MEMORIAL DR SE,CALGARY,Alberta,-113.9562271,51.0529146
VALLEY RIDGE PHARMACY,300-11245 VALLEY RIDGE DR NW,CALGARY,Alberta,-114.248069,51.0914967
VARSITY PHARMACY,291 MACEWAN STUDENT CENTRE,CALGARY,Alberta,-114.131822,51.0783524
VIET HOA PHARMACY LTD,102-1817 48 ST SE,CALGARY,Alberta,-113.9647122,51.0370573
VILLAGE SQUARE PHARMACY,107 - 2640 52 ST NE,CALGARY,Alberta,-113.9560488,51.0753007
VISTA HEIGHTS PHARMACY,110-2066 18 AVE NE,CALGARY,Alberta,-114.0135156,51.0689105
VISTA PHARMACY & TRAVEL CLINIC,130A-920 36 ST NE,CALGARY,Alberta,-113.9807947,51.0609269
WALDEN MEDICAL PHARMACY,110-19606 WALDEN BLVD SE,CALGARY,Alberta,-114.0255212,50.8751761
WAL-MART PHARMACY #1089,7979 11 ST SE,CALGARY,Alberta,-114.0459253,50.9841428
WAL-MART PHARMACY #1097,35 SAGE HILL GATE NW,CALGARY,Alberta,-114.1422114,51.1698212
WAL-MART PHARMACY #1136,255 EAST HILLS BLVD SE,CALGARY,Alberta,-113.9111464,51.0386955
WAL-MART PHARMACY #3009,WESTBROOK PLAZA,CALGARY,Alberta,-114.140046,51.0422635
WAL-MART PHARMACY #3010,MACLEOD MALL SHOPPING CENTRE,CALGARY,Alberta,-114.0697391,50.9691745
WAL-MART PHARMACY #3011,5005 NORTHLAND DR NW,CALGARY,Alberta,-114.1438554,51.0969696
WAL-MART PHARMACY #3012,MARLBOROUGH MALL,CALGARY,Alberta,-113.9784765,51.0555756
WAL-MART PHARMACY #3013,1110 57 AVE NE,CALGARY,Alberta,-114.0378888,51.1076912
WAL-MART PHARMACY #3151,100-310 SHAWVILLE BLVD SE,CALGARY,Alberta,-114.0616403,50.9008149
WAL-MART PHARMACY #3650,4705 130 AVE SE,CALGARY,Alberta,-113.966538,50.9292398
WAL-MART PHARMACY #5726,200-8888 COUNTRY HILLS BLVD NW,CALGARY,Alberta,-114.218,51.153963
WELLNESS PHARMACY,107-4625 VARSITY DR NW,CALGARY,Alberta,-114.1531926,51.0913762
WEST END PHARMACY,130-1111 6 AVE SW,CALGARY,Alberta,-114.086664,51.0479508
WEST POINTE PHARMACY,124-4850 WESTWINDS DR NE,CALGARY,Alberta,-113.9676966,51.1087799
WESTWINDS PHARMACY,1150-4818 WESTWINDS DR NE,CALGARY,Alberta,-113.9654253,51.1011007
WHITEHORN PHARMACY,3-135 WHITEFIELD DR NE,CALGARY,Alberta,-113.980658,51.087906
WHITEHORN REMEDY'S RX,1-4440 44 AVE NE,CALGARY,Alberta,-113.9664724,51.0928063
WYCKHAM PHARMACY,Z004 WYCKHAM HOUSE,CALGARY,Alberta,-114.1329808,51.0137686
ZINOHA PHARMACY & TRAVEL HEALTH SERVICES,OAK BAY PLAZA,CALGARY,Alberta,-114.1198478,50.9716421
DRUGSTORE PHARMACY #1547,7005 48 AVE,CAMROSE,Alberta,-112.8640769,53.0160909
PHARMASAVE #390,1010-6708 48 AVE,CAMROSE,Alberta,-112.8575938,53.0185389
RX DRUG MART #2022,4911 50 ST,CAMROSE,Alberta,-112.824653,53.020926
RX DRUG MART #2023,1-6601 48 AVE,CAMROSE,Alberta,-112.8560146,53.0158515
SAFEWAY PHARMACY #8883,200 CORNERSTONE,CAMROSE,Alberta,-112.8594375,53.0198111
SAVE-ON-FOODS PHARMACY #6618,4820 66 ST,CAMROSE,Alberta,-112.8556998,53.0198252
WAL-MART PHARMACY #3181,400-6800 48 AVE,CAMROSE,Alberta,-112.8641193,53.0201594
GOURLAY'S CLINIC PHARMACY,120-1151 SIDNEY ST,CANMORE,Alberta,-115.3488619,51.0912963
GRASSROOTS PHARMACY,103A-1205 BOW VALLEY TR,CANMORE,Alberta,-115.3508799,51.0916135
REXALL #7269,901 8 ST,CANMORE,Alberta,-115.3635726,51.0889485
SAFEWAY PHARMACY #8919,1200 RAILWAY AVE,CANMORE,Alberta,-115.3562512,51.0935512
SAVE-ON-FOODS PHARMACY #6635 - CANMORE,2-950 RAILWAY AVE,CANMORE,Alberta,-115.3590296,51.0934446
SHOPPERS DRUG MART #2332,933 RAILWAY AVE,CANMORE,Alberta,-115.3558264,51.0904889
THREE SISTERS PHARMACY,104-75 DYRGAS GATE,CANMORE,Alberta,-115.3220644,51.0554471
CARDSTON REMEDY'S RX PHARMACY,321 MAIN ST,CARDSTON,Alberta,-113.302114,49.1982957
CARDSTON VALUE DRUG MART,237 MAIN ST,CARDSTON,Alberta,-113.302226,49.1997758
DRUGSTORE PHARMACY #9024,120 2 ST E,CARDSTON,Alberta,-113.2961177,49.201808
PHARMASAVE #358,71 2 AVE W,CARDSTON,Alberta,-113.3037385,49.2008779
CAROLINE COMMUNITY PHARMACY,5103 50 AVE,CAROLINE,Alberta,-114.7421353,52.0934289
CASTOR VALUE DRUG MART  ,5106 50 AVE,CASTOR,Alberta,-111.904101,52.218181
CHESTERMERE REMEDY'S RX,106B-300 MERGANSER DR,CHESTERMERE,Alberta,-113.8401729,51.0375926
LOBLAW PHARMACY #4910,301-100 RAINBOW RD,CHESTERMERE,Alberta,-113.8398762,51.0251376
SAFEWAY PHARMACY #8991,100-135 CHESTERMERE STN WAY,CHESTERMERE,Alberta,-113.826044,51.051155
SHOPPERS DRUG MART #2308,300-196 CHESTERMERE STN WAY,CHESTERMERE,Alberta,-113.827998,51.048128
CLARESHOLM PHARMACY,4921 1 ST W,CLARESHOLM,Alberta,-113.5823368,50.0259278
PHARMASAVE CLIVE ,5108 50 ST,CLIVE,Alberta,-113.4476085,52.4780366
COALDALE PHARMASAVE ,1910 20 AVE,COALDALE,Alberta,-112.6217068,49.727868
GOOD HEALTH DISPENSARY ,1917 17 ST,COALDALE,Alberta,-112.6176991,49.7277936
COALHURST IDA PHARMACY ,5209 6 ST,COALHURST,Alberta,-112.925045,49.7481782
COCHRANE COMPOUNDING PHARMACY AND TRAVEL CLINIC,5-118 1 AVE W,COCHRANE,Alberta,-114.4671844,51.1903734
FIRESIDE PHARMACY,5102-50 FIRESIDE GATE,COCHRANE,Alberta,-114.4728311,51.1591235
LOBLAW PHARMACY #4971,210 5 AVE W,COCHRANE,Alberta,-114.4755186,51.1876704
SAFEWAY PHARMACY #8914,304 5 AVE W,COCHRANE,Alberta,-114.4759272,51.185429
SAVE-ON-FOODS PHARMACY #6637 - COCHRANE,65 BOW ST,COCHRANE,Alberta,-114.4665602,51.1869303
SHOPPERS DRUG MART #2420,100-120 5 AVE W,COCHRANE,Alberta,-114.4744956,51.1904959
SUNSET RIDGE PHARMACY,9117-101 SUNSET DR,COCHRANE,Alberta,-114.4713227,51.2127611
TWO PHARMACY,105-100 GRANDE BLVD W,COCHRANE,Alberta,-114.4743024,51.185573
WAL-MART PHARMACY #1135,15 QUARRY ST W,COCHRANE,Alberta,-114.4712645,51.1864655
COMMUNITY DRUG MART #2028,4-901 10 ST,COLD LAKE,Alberta,-110.1737199,54.4638
COMMUNITY DRUG MART #2029,206-6503 51 ST,COLD LAKE,Alberta,-110.2039721,54.4319079
FORBES PHARMACY COLD LAKE,101-5016 50 AVE,COLD LAKE,Alberta,-110.2069479,54.4135304
GLACIER GATE PHARMACY,101-2504 GLACIER GATE,COLD LAKE,Alberta,-110.2001084,54.4664094
SHOPPERS DRUG MART #2310,6203A 51 ST,COLD LAKE,Alberta,-110.2054809,54.4294683
WAL-MART PHARMACY #3640,4702 43 AVE,COLD LAKE,Alberta,-110.2013629,54.4085219
COLEMAN REMEDY'S RX ,8335 20 AVE,COLEMAN,Alberta,-114.4933296,49.636586
CONSORT PHARMACY ,4906 50 ST,CONSORT,Alberta,-110.775804,52.007388
CORONATION VALUE DRUG MART ,4926 VICTORIA AVE,CORONATION,Alberta,-111.4490844,52.0922346
ROCKYVIEW PHARMACY,1106 RAILWAY ST,CROSSFIELD,Alberta,-114.0287889,51.4269762
DAYSLAND PHARMACY,5023 50 ST,DAYSLAND,Alberta,-112.2601653,52.8645288
PHARMASAVE DELBURNE  ,2102 20 ST,DELBURNE,Alberta,-113.2327869,52.1977251
DEVON CENTRAL PHARMACY,1-102 ERIE ST S,DEVON,Alberta,-113.7273407,53.351957
LOBLAW PHARMACY #4903,16 SUPERIOR ST,DEVON,Alberta,-113.7335109,53.3651818
REXALL #7513,101-180 MIQUELON AVE,DEVON,Alberta,-113.729904,53.3527165
SHOPPERS DRUG MART #2331,100-106 ERIE ST S,DEVON,Alberta,-113.7280347,53.3525928
DIDSBURY PHARMASAVE #373,1918 20 ST,DIDSBURY,Alberta,-114.1376082,51.6607804
DIDSBURY VALUE DRUG MART,1710 20 ST,DIDSBURY,Alberta,-114.1377444,51.6586315
UNIVERSAL HEALTH PHARMACY #12 DIDSBURY,106-2034 19 AVE,DIDSBURY,Alberta,-114.1393131,51.6602469
DRAYTON VALLEY VALUE DRUG MART,5014 56 AVE,DRAYTON VALLEY,Alberta,-114.978098,53.2283764
LOBLAW PHARMACY #4611,5212 50 ST,DRAYTON VALLEY,Alberta,-114.978184,53.2249897
MACMILLAN'S PHARMACY,108-4930 55 AVE,DRAYTON VALLEY,Alberta,-114.9747604,53.2284933
MALONE PHARMACY,4955 41 AVE,DRAYTON VALLEY,Alberta,-114.9730908,53.2123661
REXALL #7245,113-4341 50 ST,DRAYTON VALLEY,Alberta,-114.975915,53.215573
WAL-MART PHARMACY #1008,5217 POWER CENTRE BLVD,DRAYTON VALLEY,Alberta,-114.992836,53.2253974
WINTER'S PHARMACY,1-5004 50 AVE,DRAYTON VALLEY,Alberta,-114.9775189,53.2218117
ANDERSON DRUG BY FRESON BROS DRUMHELLER,101 6 AVE SE,DRUMHELLER,Alberta,-112.7079738,51.4595086
DRUGSTORE PHARMACY #9043,1252 HWY 9 S,DRUMHELLER,Alberta,-112.6994884,51.4493039
RIVERSIDE VALUE DRUG MART,167 CENTRE ST,DRUMHELLER,Alberta,-112.7081155,51.4658373
SHOPPERS DRUG MART #2346,41 RAILWAY AVE W,DRUMHELLER,Alberta,-112.7080885,51.4621234
WAL-MART PHARMACY #1028,1801 SOUTH RAILWAY AVE,DRUMHELLER,Alberta,-112.6882942,51.4500289
DUCHESS DRUG MART ,5-108 CENTRE ST,DUCHESS,Alberta,-111.9057834,50.7321192
1230 PHARMACY & TRAVEL CLINIC,102-1230 91 ST SW,EDMONTON,Alberta,-113.476204,53.4222679
ACCESS PHARMACY,6255 ANDREWS LOOP SW,EDMONTON,Alberta,-113.5900156,53.4270346
ALBERTA AVE MEDX DRUGS,9004 118 AVE NW,EDMONTON,Alberta,-113.4800728,53.5705227
ALBERTA AVENUE PHARMACY,9448 118 AVE NW,EDMONTON,Alberta,-113.487061,53.5706163
ALL CARE PHARMACY,5016 106 AVE NW,EDMONTON,Alberta,-113.4198558,53.5517656
ALLIN BUILDING PHARMACY (1975) LTD.,10155 120 ST NW,EDMONTON,Alberta,-113.528138,53.5427425
APOLLO CLINICAL PHARMACY,6570 170 AVE NW,EDMONTON,Alberta,-113.4422389,53.6333088
AQUA RX PHARMACY,10608 105 AVE NW,EDMONTON,Alberta,-113.5032612,53.548124
ARX PHARMACY & HOMECARE,6730 75 ST NW,EDMONTON,Alberta,-113.4434456,53.5030818
BALSAM PHARMACY,104-10430 61 AVE NW,EDMONTON,Alberta,-113.5000197,53.4984562
BALWIN PHARMACY,17-8103 127 AVE NW,EDMONTON,Alberta,-113.4665114,53.5838911
BEARSPAW FAMILY PHARMACY,1929 105 ST NW,EDMONTON,Alberta,-113.5003323,53.4483484
BEHEALTHY PHARMACY,10120 149 ST NW,EDMONTON,Alberta,-113.5786614,53.5424218
BETTER LIFE HOME MEDICAL,14250 85 AVE,EDMONTON,Alberta,-113.566759,53.5178719
BEVERLY PHARMACY,4243 118 AVE NW,EDMONTON,Alberta,-113.4076182,53.5700729
BEVERLY TOWNE PHARMACY,11730 34 ST NW,EDMONTON,Alberta,-113.395301,53.570031
BLUE QUILL PHARMACY,108-2841 109 ST NW,EDMONTON,Alberta,-113.5091967,53.4597683
BOYLE MCCAULEY PHARMACY & HOME HEALTH CARE,10817 95 ST NW,EDMONTON,Alberta,-113.4840292,53.5551151
BOYLE PHARMACY,10608 97 ST NW,EDMONTON,Alberta,-113.4891436,53.5505246
BOYLE STREET MEDX DRUGS,10306 95 ST NW,EDMONTON,Alberta,-113.4800828,53.5471619
BRINTNELL PHARMACY & TRAVEL CLINIC,3-4303 167 AVE NW,EDMONTON,Alberta,-113.4706237,53.6284192
CALLINGWOOD PHARMACY,6911 172 ST NW,EDMONTON,Alberta,-113.6187378,53.5050991
CANORA PHARMACY,15803 100A AVE NW,EDMONTON,Alberta,-113.5944459,53.5400492
CARERX COMPOUNDING EDMONTON,M5-9509 156 ST NW,EDMONTON,Alberta,-113.5898434,53.5318519
CASTLEDOWNS ARP PHARMACY,122-15277 CASTLEDOWNS RD NW,EDMONTON,Alberta,-113.5156894,53.6131109
CASTLEDOWNS MEDICAL & WELLNESS PHARMACY,15121 121 ST NW,EDMONTON,Alberta,-113.5297935,53.6133629
CENTRAL POINT PHARMACY,10382 105 ST NW,EDMONTON,Alberta,-113.5013092,53.5457431
CENTURY PHARMACY,11031 97 ST,EDMONTON,Alberta,-113.4919831,53.5581246
CHINATOWN IPHARMACY,9662 107A AVE NW,EDMONTON,Alberta,-113.4896291,53.5530721
CITY CENTRE PHARMACY,10264 100 ST,EDMONTON,Alberta,-113.491776,53.545057
CLAREVIEW DRUG MART,14061 VICTORIA TR NW,EDMONTON,Alberta,-113.3849202,53.6033594
CLEARWATER PHARMACY,15345 97 ST NW,EDMONTON,Alberta,-113.490019,53.615021
COLES PHARMACY,168-3210 118 AVE NW,EDMONTON,Alberta,-113.390552,53.571482
COMMUNICARE PHARMACY,11049 127 ST,EDMONTON,Alberta,-113.5408046,53.5587176
COMPLETE CARE PHARMACY,12418 118 AVE NW,EDMONTON,Alberta,-113.5369172,53.5705718
CONNECTCARE MEDICAL CLINIC & PHARMACY MILLWOODS,1756 34 AVE NW,EDMONTON,Alberta,-113.3708973,53.4679045
CO-OP PHARMACY CHAPPELLE,1025 CHAPPELLE BLVD SW,EDMONTON,Alberta,-113.5700458,53.4099533
CO-OP PHARMACY HAWKSTONE LESSARD,18370 LESSARD RD NW,EDMONTON,Alberta,-113.6439229,53.4862202
CO-OP PHARMACY MILLWOODS TOWN CENTER,300-2331 66 STREET NW,EDMONTON,Alberta,-113.4317332,53.4558472
CORNER PHARMACY,10118 156 ST NW,EDMONTON,Alberta,-113.5906177,53.5419622
COSTCO PHARMACY #1112,7259 WINTERBURN RD NW,EDMONTON,Alberta,-113.6853229,53.5096894
COSTCO PHARMACY #154,12450 149 ST,EDMONTON,Alberta,-113.5799217,53.5790106
COSTCO PHARMACY #156,13650 50 ST NW,EDMONTON,Alberta,-113.4169095,53.5960321
COSTCO PHARMACY #258,2616 91 ST,EDMONTON,Alberta,-113.4696883,53.4555473
CROWBOROUGH PHARMACY,111-6055 ANDREWS WAY SW,EDMONTON,Alberta,-113.591467,53.4296838
CURE CARE PHARMACY,11-9104 179 AVE NW,EDMONTON,Alberta,-113.4784225,53.6414898
DD PHARMACY,10706 101 ST NW,EDMONTON,Alberta,-113.4940591,53.55173
DELTON SUPER DRUGS LTD.,12904 82 ST NW,EDMONTON,Alberta,-113.4677829,53.587492
DISPENSARIES (1991) LIMITED,202-14101 West Block Dr Nw,EDMONTON,Alberta,-113.5644935,53.543413
DISPENSARIES (1991) LIMITED,FIRST EDMONTON PL,EDMONTON,Alberta,-113.5045092,53.5405545
DISPENSARIES (1991) LIMITED,CEDARS PROFESSIONAL PARK,EDMONTON,Alberta,-113.4329665,53.4608367
DOAN PHARMACY LTD,10920 107 AVE NW,EDMONTON,Alberta,-113.5098171,53.551619
DOLAR DRUGS 2,13211 132 ST NW,EDMONTON,Alberta,-113.5485154,53.5925179
DOWNTOWN IPHARMACY,10107 107 AVE NW,EDMONTON,Alberta,-113.4941105,53.5512504
DUNLUCE PHARMACY,12118 161 AVE NW,EDMONTON,Alberta,-113.5338129,53.6220305
EASTGATE DRUGS,3804-137 Ave NW,EDMONTON,Alberta,-113.4002187,53.5996401
EASTWOOD PHARMACY,7919 118 AVE NW,EDMONTON,Alberta,-113.4634817,53.5702877
EDGEMONT PHARMACY,20166 LESSARD RD NW,EDMONTON,Alberta,-113.6741568,53.477333
EDGEWATER PHARMACY,8508 Jasper AVE,EDMONTON,Alberta,-113.4712379,53.5555075
EDMONTON DRUGS,111-11010 101 ST NW,EDMONTON,Alberta,-113.4951857,53.5573006
EDMONTON PHARMACY,168-17010 90 AVE NW,EDMONTON,Alberta,-113.6174142,53.5263223
EVANSDALE PHARMACY,8216 144 AVE NW,EDMONTON,Alberta,-113.4683492,53.6072246
EVERYDAY PHARMACY,2704 48 ST,EDMONTON,Alberta,-113.4176216,53.4586305
FAMILY CARE MEDICAL PHARMACY,101-11611 107 AVE NW,EDMONTON,Alberta,-113.521828,53.551216
FAMILY DRUGS,10233 97 ST NW,EDMONTON,Alberta,-113.4860001,53.544827
FRESHCO PHARMACY #4292,2355 17 ST NW,EDMONTON,Alberta,-113.3681989,53.4546081
FRONTLINE PHARMACY,627 CAMERON HEIGHTS DR NW,EDMONTON,Alberta,-113.631238,53.4702434
GALAXY PHARMACY,11254 82 ST NW,EDMONTON,Alberta,-113.4677837,53.5620134
GARNEAU PHARMASAVE,102-11044 82 AVE NW,EDMONTON,Alberta,-113.5173537,53.5184161
GLENBROOK PHARMACY,12718 66 ST NW,EDMONTON,Alberta,-113.443575,53.5855279
GLENGARRY PHARMACY,115-12222 137 AVE NW,EDMONTON,Alberta,-113.5329573,53.6004415
GRANDVIEW PHARMACY,12307 63 AVE NW,EDMONTON,Alberta,-113.542109,53.4999226
HAMPTONS PHARMACY,5603 199 STREET NW,EDMONTON,Alberta,-113.6641128,53.4916175
