,id,OBJECTID,CVC_ID,region,district,name ,add,vac_type,easting,northing,lon,lat,type
247,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7624,1139,C01172,Kwun Tong District,YAU YUNG SANG,Dr Yau Yung Sang,"Room 48, 5/F, Sceneway Plaza, 8 Sceneway Road, LAM TIN, KOWLOON",Sinovac,842066,818691,114.2331447,22.30717192,PDC
248,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7623,1140,C01173,North District,YEH CHI CHEUNG,JP Partners Medical,"Shop 41, Level 2, Sheung Shui Town Center, No.9 Chi Cheong Road, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831612,840162,114.1316246,22.50106922,PDC
249,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7622,1141,C01174,Yau Tsim Mong District,YEN CHI HUNG,TED CARE MEDICAL CENTRE LIMITED,"Room 1501-02, Hang Seng Mongkok Building, 677 Nathan Road, MONGKOK, KOWLOON",Sinovac,835462,820062,114.1690513,22.31956246,PDC
250,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7621,1142,C01175,Tsuen Wan District,YEN CHI HUNG,TED CARE MEDICAL CENTRE LIMITED,"Room 1720, 17/F, Nan Fung Centre, 264-298 Castle Peak Road, TSUEN WAN, NEW TERRITORIES",Sinovac,830029,826069,114.1162953,22.37379792,PDC
251,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7620,1143,C01176,Southern District,YEUNG CHI CHUEN CHARLES,Dr Yeung Chi Chuen,"Room G2, G/F, Wah Oi House, Wah Kwai Estate, ABERDEEN, HONG KONG",Sinovac,832379,812471,114.1391462,22.25100675,PDC
252,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761f,1144,C01177,Yau Tsim Mong District,YEUNG CHI FUNG,Imed Well Limited,"Shop C1, G/F, 70 Ivy Street, TAI KOK TSUI, KOWLOON",Sinovac,834637,820284,114.1610437,22.32156667,PDC
253,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761e,1145,C01178,Tsuen Wan District,YEUNG CHI HANG TERENCE,Town Health Centre (BG),"Shop 8A, G/F, Belvedere Square, Belvedere Garden, Phase 2, TSUEN WAN, NEW TERRITORIES",Sinovac,828389,825807,114.1003727,22.37142519,PDC
254,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761d,1146,C01180,Kwai Tsing District,YEUNG CHIU FAT HENRY,Dr Yeung Chiu Fat Henry,"Shop 8, Hong Wo House, Cheung Hong Estate, TSING YI, NEW TERRITORIES",Sinovac,828847,823372,114.104831,22.34943786,PDC
255,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761c,1147,C01181,Southern District,YEUNG KAI MING TONY,Tony Yeung Kai Ming,"Shop G, G/F, Kam Fung Building, 171 Aberdeen Main Road, ABERDEEN, HONG KONG",Sinovac,834060,812183,114.1554544,22.24840888,PDC
256,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761b,1148,C01182,Central & Western District,YEUNG KEE SIN,Sanatology Health,"Room 202, 2/F, Prosperous Building, 48-52 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834168,816060,114.156497,22.28342086,PDC
257,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-761a,1149,C01183,Kwun Tong District,YEUNG MEI CHUN,Po Leung Kuk Cheerful Court Integrated Health Centre,"1/F, Cheerful Court, 55 Choi Ha Road, NGAU TAU KOK, KOWLOON",Sinovac,840341,820725,114.2164085,22.3255451,PDC
258,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7619,1150,C01184,Sham Shui Po District,YEUNG MEI CHUN,Sham Shui Po District Council Po Leung Kuk Shek Kip Mei Community Services Centre (Medical Services),"Shop 101, Mei Kwai House, Shek Kip Mei Estate, 13 Pak Tin Street, SHAM SHUI PO, KOWLOON",Sinovac,834977,821662,114.1643427,22.33401111,PDC
259,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7618,1151,C01185,Yau Tsim Mong District,YEUNG PAN,CHK Medical Center,"8/F, Zhongda Building, 38-40 Haiphong Road, TSIM SHA TSUI, KOWLOON",Sinovac,835623,817668,114.170615,22.29794326,PDC
260,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7617,1152,C01186,Wan Chai District,YEUNG PAN,DRN Synergy Limited,"Room 01-02, 3/F, Valley Centre, 80-82 Morrison Hill Road, WAN CHAI, HONG KONG",Sinovac,836597,815228,114.1800666,22.27590861,PDC
261,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7616,1153,C01187,Tuen Mun District,YEUNG SIU MAN,Dr Yeung Siu Man,"Shop 18, 1/F, Richland Garden Shopping Arcade, 138 Wu Chui Road, TUEN MUN, NEW TERRITORIES",Sinovac,814382,825995,113.9643687,22.37300152,PDC
262,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7615,1154,C01188,Kwun Tong District,YEUNG SZE YING,Quality HealthCare Medical Centre,"Unit 2&3A, 25/F, BEA Tower, Millennium City 5, No.418 Kwun Tong Road, KWUN TONG, KOWLOON",Sinovac,841244,819269,114.2251688,22.31239418,PDC
263,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7614,1155,C01189,Kwun Tong District,YEUNG SZE YING,Quality HealthCare Medical Centre,"Shop 2R, Level 4, Sceneway Plaza, 8 Sceneway Road, LAM TIN, KOWLOON",Sinovac,842066,818691,114.2331447,22.30717192,PDC
264,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7613,1156,C01190,Sham Shui Po District,YEUNG TO LING SOLOMON,Dr Solomon To Ling Yeung,"Room 907-908, 9/F, Hang Seng Bank Building, 339 Castle Peak Road, SHAM SHUI PO, KOWLOON",Sinovac,834140,822136,114.1562173,22.33829077,PDC
265,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7612,1157,C01191,Sai Kung District,YEUNG TSZ WAI WILLIAM,Chun Hong Medical Center,"Shop 221, 2/F, Metro City Phase 1, 1 Wan Hang Road, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844557,820244,114.2573281,22.32118623,PDC
266,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7611,1158,C01193,Eastern District,YEUNG WAI KEI PATRICK,Dr Patrick W K Yeung,"Room 101, 1/F, Fortress Tower, 250 King's Road, NORTH POINT, HONG KONG",Sinovac,838063,816660,114.1942928,22.28883957,PDC
267,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7610,1159,C01194,Sham Shui Po District,YEUNG WING KIN,Wing Yeung Medical Centre,"Shop 71, G/F, Manor Centre, 218 Fuk Wing Street, CHEUNG SHA WAN, KOWLOON",Sinovac,834515,821732,114.159858,22.33464284,PDC
268,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760f,1160,C01196,Tuen Mun District,YEW KO HUNG PETER,Dr Yew Ko Hung,"R230, Butterfly Plaza, Butterfly Estate, TUEN MUN, NEW TERRITORIES",Sinovac,814292,826181,113.9634922,22.37468004,PDC
269,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760e,1161,C01197,Sha Tin District,YIK CHUN KIT,Heng On Musculoskeletal Pain and Family Medicine Centre,"Shop 215, 2/F, Heng On Estate Commercial Centre, MA ON SHAN, NEW TERRITORIES",Sinovac,841518,830818,114.2278661,22.41668708,PDC
270,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760d,1162,C01198,Southern District,YIK PING YIN,Dr Yik Ping Yin,"Shop 310-312, 3/F, Marina Square East Wing, South Horizons, AP LEI CHAU, HONG KONG",Sinovac,833318,811614,114.1482572,22.24326932,PDC
271,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760c,1163,C01199,Kwai Tsing District,YIM LAI LEUNG,Dr Yim Lai Leung,"G/F, 24 Chung Mei Road, TSING YI, NEW TERRITORIES",Sinovac,829060,823478,114.1068983,22.350396,PDC
272,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760b,1164,C01200,Yau Tsim Mong District,YIM TAK MAN,Platform Medical Centre,"Shop 101-102, 1/F, H Zentre, 15 Middle Road, TSIM SHA TSUI, KOWLOON",Sinovac,835891,817380,114.1732158,22.29534252,PDC
273,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-760a,1165,C01201,Sha Tin District,YING YEE SIN,Dr Ying Yee Sin,"Shop No.13, G/F, Double Cove Place, No.8 Wu Kai Sha Road, MA ON SHAN, NEW TERRITORIES",Sinovac,843115,832315,114.2433838,22.43020006,PDC
274,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7609,1166,C01202,Sham Shui Po District,YING YING,Dr Y Ying Clinic,"G/F, 70C Tai Po Road, SHAM SHUI PO, KOWLOON",Sinovac,835270,821057,114.1671872,22.3285478,PDC
275,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7608,1167,C01203,Yau Tsim Mong District,YIP MAN LUNG,TWGHs Integrated Diagnostic and Medical Centre,"5/F, TWGHs Tsui Tsin Tong Outpatient Building, Kwong Wah Hospital, 25 Waterloo Road, YAU MA TEI, KOWLOON",Sinovac,835728,819604,114.1716333,22.31542655,PDC
276,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7607,1168,C01204,Central & Western District,YIP MEI MEI,Gleneagles Medical Clinic Central Hong Kong,"Room 2008B, 20/F, New World Tower 1, 16-18 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834229,815749,114.1570893,22.2806124,PDC
277,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7606,1169,C01205,Kowloon City District,YIP PUI SUEN CAMILLE,Favour Year Medical Centre,"Room 1 ,G/F, Ka Bong Lau, Ka Wai Chuen, 1A Fat Kwong Street, HUNG HOM, KOWLOON",Sinovac,837323,818860,114.1871134,22.30870754,PDC
278,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7605,1170,C01206,Yau Tsim Mong District,YIP PUI WAI PIAN,Specialist in Ophthalmology - Dr. Pian Yip,"Room 1203B, 12/F, Champion Building, 301-309 Nathan Road, JORDAN, KOWLOON",Sinovac,835692,818521,114.1712843,22.3056464,PDC
279,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7604,1171,C01208,Yuen Long District,YIP YU LAP,Dr Yip Yu Lap,"Flat/Rm 503-4, 5/F, Hang Seng Yuen Long Building, 91-93 Castle Peak Road, YUEN LONG, NEW TERRITORIES",Sinovac,821054,833927,114.0290756,22.44470325,PDC
280,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7603,1172,C01209,Eastern District,YIP YUK PANG,Dr Yip Yuk Pang's Clinic,"Room 602, 6/F, Kornhill Plaza-Office Tower, 1 Kornhill Road, QUARRY BAY, HONG KONG",Sinovac,840311,816237,114.216106,22.2850158,PDC
281,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7602,1173,C01210,Sha Tin District,YIU MAN LEUK DARLIE,New Town Medical Centre (Shatin),"Shop 136B, 1/F, City One Plaza, City One, SHA TIN, NEW TERRITORIES",Sinovac,839073,827464,114.2041126,22.38640453,PDC
282,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7601,1174,C01211,Yau Tsim Mong District,YIU YEE KI,"University Health Service, The Hong Kong Polytechnic University","(For PolyU Staff/ Staff Dependent Only)Room A001, The Hong Kong Polytechnic University, HUNG HOM, KOWLOON",Sinovac,836412,818227,114.1782719,22.30299148,PDC
283,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7600,1175,C01212,Wan Chai District,YIU YIU KEE KELVIN,UMP Medical Centre (Wan Chai),"Room 1109, Office Tower, Convention Plaza, 1 Harbour Road, WAN CHAI, HONG KONG",Sinovac,835948,815781,114.1737693,22.28090255,PDC
284,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ff,1176,C01213,Yau Tsim Mong District,YONG HUN YUE ROSALIND,Dr Yong Hun Yue,"Room 501, 5/F, Mongkok Commercial Centre, 16 Argyle street, MONGKOK, KOWLOON",Sinovac,835449,820002,114.1689252,22.31902062,PDC
285,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75fe,1177,C01214,Sham Shui Po District,YONG LAP JAMY,Yan Chai Hospital Integrated Medical Centre,"Shop C, G/F, Kam Yuen Mansion, 223-229 Un Chau Street, SHAM SHUI PO, KOWLOON",Sinovac,834439,821809,114.1591201,22.33533811,PDC
286,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75fd,1178,C01215,Yau Tsim Mong District,YONG PETER THIAM LOOK,VACC Medical,"Room 1119, 11/F, One Grand Tower,  639 Nathan Road, MONGKOK, KOWLOON",Sinovac,835476,819879,114.1691873,22.31790987,PDC
287,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75fc,1179,C01216,Central & Western District,YOUNG WAN YIN BETTY,International Medical Centre,"25/F, International Medical Centre, 22 Des Voeux Road, CENTRAL, HONG KONG",Sinovac,834236,815952,114.157157,22.28244563,PDC
288,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75fb,1180,C01217,Eastern District,YOUNG YING NAM DOMINIC,Dr Dominic Young Ying Nam,"Shop B, G/F, Shui Hing Court, 173-175 Shau Kei Wan Main Street East, SHAU KEI WAN, HONG KONG",Sinovac,841767,815392,114.2302315,22.27738088,PDC
289,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75fa,1181,C01219,Sha Tin District,YOW GEORGE,Dr. Leung Chi Wang Clinic,"Block A, Podium Level, Yue Tin Court, SHA TIN, NEW TERRITORIES",Sinovac,838926,827115,114.2026846,22.38325312,PDC
290,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f9,1182,C01220,Wan Chai District,YU ANDREW,Dr Yu Andrew,"Room 1801, McDonald's Building, 48 Yee Wo Street, CAUSEWAY BAY, HONG KONG",Sinovac,837193,815637,114.1858498,22.27960192,PDC
291,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f8,1183,C01221,Central & Western District,YU CHAN PEI,Quality Healthcare Medical Centre,"Room 501-507, 5/F, Prince's Building, 10 Chater Road, CENTRAL, HONG KONG",Sinovac,834420,815820,114.1589426,22.28125379,PDC
292,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f7,1184,C01222,Tsuen Wan District,YU HING WAI,Human Health Medical Centre,"No.3, M/F, Phase 1, Belvedere Garden, 530-590 Castle Peak Road, TSUEN WAN, NEW TERRITORIES",Sinovac,828565,825960,114.1020808,22.37280765,PDC
293,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f6,1185,C01223,Yau Tsim Mong District,YU KAR FOOK,Dr Yu Kar Fook's Clinic,"Room 703, 7/F, Sino Centre, 592 Nathan Road, MONGKOK, KOWLOON",Sinovac,835589,819680,114.1702842,22.31611283,PDC
294,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f5,1186,C01224,Sai Kung District,YU KIT,Hong Kong University of Science & Technology Health Centre,"(For HKUST Student, Staff and Staff Dependents Only)LG1/ F, Medical Clinic, HKUST, Clear Water Bay, SAI KUNG, NEW TERRITORIES",Sinovac,845158,822116,114.2631719,22.33808846,PDC
295,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f4,1187,C01225,Tai Po District,YU KWAN ALEXANDER,Dr Yu Kwan Alexander,"G/F, 19 Wai Yan Street, TAI PO, NEW TERRITORIES",Sinovac,835113,834371,114.1656536,22.44878001,PDC
296,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f3,1188,C01226,Yau Tsim Mong District,YU MAN CHING KELVIN,Activo Health (HK) Limited,"Room 1130, 11/F, Tower One, Grand Plaza, 639 Nathan Road, MONGKOK, KOWLOON",Sinovac,835476,819879,114.1691873,22.31790987,PDC
297,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f2,1189,C01227,Kwai Tsing District,YU SZE YUI CYNTHIA,Human Health Medical Centre,"Shop 17, MTR Kwai Fong Station, KWAI CHUNG, NEW TERRITORIES",Sinovac,831258,824238,114.1282343,22.35726703,PDC
298,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f1,1190,C01228,Sham Shui Po District,YU TAK FU,Dr. Yu Tak Fu,"Shop 77A, Stage 3, Podium Level (BLK 57), Broadway, Mei Foo Sun Chuen, LAI CHI KOK, KOWLOON",Sinovac,832505,821864,114.1403465,22.33583166,PDC
299,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75f0,1191,C01229,Eastern District,YU TING FUNG,TWGHs Medical Centre (North Point),"11/F, China United Centre, 28 Marble Road, NORTH POINT, HONG KONG",Sinovac,838707,816977,114.2005425,22.29170148,PDC
300,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ef,1192,C01230,Central & Western District,YU WAI HONG,Dr Yu Wai Hong,"Shop 2, G/F, Smithfield Court Shopping Arcade, 43 Smithfield Road, KENNEDY TOWN, HONG KONG",Sinovac,831205,815912,114.1277461,22.28207818,PDC
301,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ee,1193,C01231,Eastern District,YU WAI LING JENNIFER,Dr Yu Wai Ling Jennifer,"Shop 1A, G/F, Dairy Farm Shopping Centre, 33 Cloudview Road, NORTH POINT, HONG KONG",Sinovac,838272,816317,114.1963205,22.28574183,PDC
302,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ed,1194,C01232,Eastern District,YU WAI NAM,Dr Yu Wai Nam,"Shop A71, G/F, Tai On Building, 57-87 Shau Kei Wan Road, SAI WAN HO, HONG KONG",Sinovac,840893,815975,114.2217527,22.28264831,PDC
303,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ec,1195,C01233,Kwun Tong District,YUE JANG SWIE,Dr Yue Jang Swie,"Shop 201-202, Tin Kei House, Shun Tin Estate, KWUN TONG, KOWLOON",Sinovac,841264,820821,114.2253678,22.3264096,PDC
304,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75eb,1196,C01234,Sha Tin District,YUE WING SHUN,Dr Yue Wing Shun,"G/F, 72 Tai Wai Road, TAI WAI, NEW TERRITORIES",Sinovac,836403,826167,114.1781852,22.37469423,PDC
305,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ea,1197,C01235,Sai Kung District,YUE YIU MAN,Union Hospital Polyclinic (Tseung Kwan O),"Shop 101-2, 1/F, Metro City Plaza Phase 3, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844509,820380,114.256863,22.32241462,PDC
306,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e9,1198,C01236,Wan Chai District,YUEN CHEUK WAI,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
307,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e8,1199,C01237,Eastern District,YUEN CHING YAN,C Y Medical Centre,"Room 4, G/F, Yen Po Court, 74-82 Wharf Road, NORTH POINT, HONG KONG",Sinovac,838339,817018,114.1969715,22.29207222,PDC
308,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e7,1200,C01238,Central & Western District,YUEN CHING YI,Premier Clinic,"Room 1001-03, 10/F, Crawford House, 70 Queen's Road, CENTRAL, HONG KONG",Sinovac,834082,815976,114.1556626,22.28266218,PDC
309,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e6,1201,C01239,Central & Western District,YUEN CHUN YEUNG,Dr. Yuen Chun Yeung Medical Centre,"G/F, Sang Cheong Building, 429 Queen's Road West, SHEK TONG TSUI, HONG KONG",Sinovac,832015,816355,114.1356047,22.28608093,PDC
310,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e5,1202,C01240,Sha Tin District,YUEN FU LAM,Dr. FL Yuen Medical Clinic,"Shop E, G/F, 61 Chik Fu Street, TAI WAI, NEW TERRITORIES",Sinovac,836409,826188,114.1782435,22.37488387,PDC
311,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e4,1203,C01241,Sham Shui Po District,YUEN FU LAM,Dr. FL Yuen Medical Clinic,"Shop 45, G/F, 218 Fuk Wing Street, SHAM SHUI PO, KOWLOON",Sinovac,834515,821732,114.159858,22.33464284,PDC
312,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e3,1204,C01242,Sha Tin District,YUEN HI KWONG,Grace Medical Clinic,"Shop No. 49, 1/F, Mei Lam Shopping Centre, Mei Lam Estate, TAI WAI, NEW TERRITORIES",Sinovac,836195,826567,114.1761655,22.37830645,PDC
313,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e2,1205,C01243,Sha Tin District,YUEN HUI CHIU ALFRED,Dr. Lo & Partners T/A STW Integrated Medical Centre,"Shop 13, MTR Shatin Wai Station, SHA TIN, NEW TERRITORIES",Sinovac,838130,826424,114.1949543,22.37701407,PDC
314,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e1,1206,C01244,Sha Tin District,YUEN PAK CHUEN,UNION HOSPITAL,"18 Fu Kin Street, Tai Wai, SHA TIN, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
315,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75e0,1207,C01245,Sha Tin District,YUEN SEK CHEUNG,DR. YUEN SEK CHEUNG,"Shop F15, 1/F, Sui Wo Commercial Complex, SHA TIN, NEW TERRITORIES",Sinovac,838089,828108,114.1945581,22.39222151,PDC
316,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75df,1208,C01246,Wan Chai District,YUEN SHIU MAN,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
317,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75de,1209,C01247,Tuen Mun District,YUEN TAI TONG,Dr Yuen Tai Tong,"Shop No. N-302, 3/F, Ting Cheung House, On Ting Estate, 2A Tuen Mun Heung Sze Wui Road, TUEN MUN, NEW TERRITORIES",Sinovac,815540,827616,113.9755913,22.38765428,PDC
318,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75dd,1210,C01248,Yau Tsim Mong District,YUEN WAI HONG,"Reliance Orthopaedic and Physiotherapy Centre Dr. WH Yuen, Dr. CH Ho, Ms Priscilla Wai","Room 2602, 26/F, Mira Place Tower A, 132 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835806,817997,114.1723908,22.30091439,PDC
319,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75dc,1211,C01249,Kwun Tong District,YUN LOK CHEUNG,Viva Medical Centre,"Room 104, 1/F, Infinity 8, No.8 Clear Water Bay Road, CHOI HUNG, KOWLOON",Sinovac,839661,821658,114.2098101,22.33397211,PDC
320,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75db,1212,C01250,Sha Tin District,YUNG KA NIN,Dr Yung Ka Nin,"G/F, 256 Tin Sum Tsuen, TAI WAI, NEW TERRITORIES",Sinovac,836486,825551,114.178991,22.36913141,PDC
321,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75da,1213,C01251,Sha Tin District,YUNG LAP WAI MICHAEL,Dr Michael L W Yung's Clinic,"Shop 79, UG/F, Fok On Garden, MA ON SHAN, NEW TERRITORIES",Sinovac,841631,831721,114.2289667,22.42484125,PDC
322,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d9,1214,C01252,Yau Tsim Mong District,YUNG LEUNG TUNG DANIEL,Dr Yung Leung Tung Daniel,"Room 5A, 5/F, Kiu Kong Mansion, 524 Nathan Road, YAU MA TEI, KOWLOON",Sinovac,835661,819285,114.1709831,22.31254577,PDC
323,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d8,1215,C01253,Central & Western District,YUNG OI KWAN IRIS,Quality HealthCare Medical Centre,"Room 501, Prince's Building, CENTRAL, HONG KONG",Sinovac,834420,815820,114.1589426,22.28125379,PDC
324,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d7,1216,C01254,Tai Po District,YUNG WANG TAT BRIAN,Dr Yung Sai Wah Gilbert,"Shop 107, 1/F, Fu Shin Shopping Centre, TAI PO, NEW TERRITORIES",Sinovac,836041,834952,114.174669,22.45402707,PDC
325,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d6,1217,C01255,Tsuen Wan District,ZHANG HAI WEI,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
326,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d5,1218,C01256,Tsuen Wan District,ZHU GUIXIA,JP Partners Medical,"Shop Unit P10B, Luk Yeung Galleria, TSUEN WAN, NEW TERRITORIES",Sinovac,830331,825984,114.119228,22.3730314,PDC
327,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d4,1219,C01257,Kwai Tsing District,CHAN EDWIN SZE KEUNG,Dr. Chan Sze Keung,"Room C62, 2/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, KWAI CHUNG, NEW TERRITORIES",Sinovac,831197,824334,114.1276418,22.35813378,PDC
328,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d3,1220,C01258,Sha Tin District,CHAN SHIU LEUNG,Fu Fai Medical Centre,"Shop 75A, 1/F, Fu Fai Garden Shopping Arcade, Ma On Shan, SHA TIN, NEW TERRITORIES",Sinovac,842094,831730,114.233464,22.42492101,PDC
329,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d2,1221,C01259,Eastern District,CHAN SO WAI,HKSH Eastern Medical Centre Limited,"5 A Kung Ngam Village Road, SHAU KEI WAN, HONG KONG",Sinovac,842017,815958,114.2326593,22.28249141,PDC
330,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d1,1222,C01260,Central & Western District,CHAN STEPHEN TSUNG KEAT,Life Clinic,"1/F-3/F, The Loop, 33 Wellington Street, CENTRAL, HONG KONG",Sinovac,834060,815902,114.1554493,22.28199388,PDC
331,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75d0,1223,C01261,Southern District,CHAN SUK YIN,Dr Chan Suk Yin,"Shop C, G/F, Block 9, Chi Fu Fa Yuen, POKFULAM, HONG KONG",Sinovac,832437,813133,114.1397073,22.25698518,PDC
332,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75cf,1224,C01262,Southern District,CHAN WAI MAN,Dr Lee Wai Medical Practice,"Shop E, G/F, Yee Tiam Building, 5-11 Ka Wo Street, Tin Wan, ABERDEEN, HONG KONG",Sinovac,833369,812309,114.1487507,22.24954573,PDC
333,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75ce,1225,C01263,Yuen Long District,CHEUNG KWOK WAI ALVIN,Family Medical (Integrated Centre) Limited - Check & Change,"Shop 2059, 2/F, One Sky Mall, 8 Tin Sau Road, TIN SHUI WAI, NEW TERRITORIES",Sinovac,818399,836143,114.0032584,22.46468895,PDC
334,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75cd,1226,C01264,Central & Western District,HO HO PAK HENRY,Dr. Ho Ho Pak Henry,"Room 712-713, 7/F, Melbourne Plaza, 33 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834186,815947,114.1566718,22.28240042,PDC
335,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-75cc,1227,C01265,Wong Tai Sin District,HUANG HSIN YANG,DR. HUANG HSIN YANG,"Flat B11, 1/F, Yin Hing Building, 82 Choi Hung Road, SAN PO KONG, KOWLOON",Sinovac,838091,821842,114.1945704,22.33563612,PDC
